"geneid"	"genename"	"description"	"meanExpression"	"lfc"	"fdr"	"se"	"DE"
"ENSG00000226624"	"AC005099.1"	"ribosomal protein L13a (RPL13A) pseudogene"	13.88100301802	-3.68285567530988	0.0101992208667598	1.16957299297272	"downregulated"
"ENSG00000159640"	"ACE"	"angiotensin I converting enzyme [Source:HGNC Symbol;Acc:HGNC:2707]"	38.9409521821133	-3.69420944871931	1.69310848955669e-06	0.68555049579389	"downregulated"
"ENSG00000214491"	"SEC14L6"	"SEC14 like lipid binding 6 [Source:HGNC Symbol;Acc:HGNC:40047]"	30.4920599394989	-3.70920228476531	1.95477305573241e-05	0.761778719624053	"downregulated"
"ENSG00000101842"	"VSIG1"	"V-set and immunoglobulin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28675]"	123.641157992812	-3.72844337196704	1.99644427971031e-15	0.437028258981323	"downregulated"
"ENSG00000204131"	"NHSL2"	"NHS like 2 [Source:HGNC Symbol;Acc:HGNC:33737]"	366.127086553478	-3.7671231906681	3.53220220613906e-23	0.359404544082874	"downregulated"
"ENSG00000173406"	"DAB1"	"DAB adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:2661]"	77.8266898982717	-3.80007666672289	2.28024952466359e-11	0.522134174738179	"downregulated"
"ENSG00000133067"	"LGR6"	"leucine rich repeat containing G protein-coupled receptor 6 [Source:HGNC Symbol;Acc:HGNC:19719]"	82.297725434674	-3.8605766573541	2.46035103973852e-10	0.557437662902961	"downregulated"
"ENSG00000224717"	"LEMD1-DT"	"LEMD1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:27631]"	13.9726206624956	-3.88778391580181	0.00412718875021092	1.12598651716405	"downregulated"
"ENSG00000226423"	"AC093642.1"	"novel transcript"	11.7307054795902	-3.89329217103459	0.0119369610775891	1.25952483379924	"downregulated"
"ENSG00000169583"	"CLIC3"	"chloride intracellular channel 3 [Source:HGNC Symbol;Acc:HGNC:2064]"	129.086964252407	-3.90044671477948	6.63666582025239e-22	0.382874713198173	"downregulated"
"ENSG00000091513"	"TF"	"transferrin [Source:HGNC Symbol;Acc:HGNC:11740]"	30.0617184454956	-3.93874721165205	4.1054016202203e-05	0.837408629489742	"downregulated"
"ENSG00000165029"	"ABCA1"	"ATP binding cassette subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:29]"	17.2098730055948	-4.01103701249739	0.00306659216185885	1.12934507477017	"downregulated"
"ENSG00000241484"	"ARHGAP8"	"Rho GTPase activating protein 8 [Source:HGNC Symbol;Acc:HGNC:677]"	14.2037470599437	-4.14882089532816	0.004960192928956	1.22193463502795	"downregulated"
"ENSG00000277125"	"AC211476.4"	"PMS2 postmeiotic segregation increased 2 (S. cerevisiae) (PMS2) pseudogene"	13.6734251799685	-4.16250513470664	0.0148611603094621	1.38358544064872	"downregulated"
"ENSG00000186049"	"KRT73"	"keratin 73 [Source:HGNC Symbol;Acc:HGNC:28928]"	10.5655694430876	-4.17180050438267	0.00982343285352258	1.31931437878218	"downregulated"
"ENSG00000256720"	"BTG1P1"	"BTG anti-proliferation factor 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:37692]"	18.9197542709539	-4.21958895270266	0.000127008915366848	0.952096308441519	"downregulated"
"ENSG00000198848"	"CES1"	"carboxylesterase 1 [Source:HGNC Symbol;Acc:HGNC:1863]"	27.3373827395709	-4.31203702223482	1.72554311674953e-05	0.880751391084354	"downregulated"
"ENSG00000131459"	"GFPT2"	"glutamine-fructose-6-phosphate transaminase 2 [Source:HGNC Symbol;Acc:HGNC:4242]"	323.215812808867	-4.45384286248676	4.38675217118787e-06	0.857711906418002	"downregulated"
"ENSG00000270106"	"TSNAX-DISC1"	"TSNAX-DISC1 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:49177]"	11.1862388655929	-4.45579257925161	0.00836202460653874	1.38461828865354	"downregulated"
"ENSG00000286644"	"AC008443.9"	"novel transcript"	9.19527975048633	-4.78780177561849	0.0112266729697142	1.53773132846856	"downregulated"
"ENSG00000070731"	"ST6GALNAC2"	"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10867]"	37.0896276830449	-4.90991684730372	3.10759412658639e-07	0.858258651188807	"downregulated"
"ENSG00000204577"	"LILRB3"	"leukocyte immunoglobulin like receptor B3 [Source:HGNC Symbol;Acc:HGNC:6607]"	13.542330524421	-5.48764891983214	0.000301990052132173	1.30319211805615	"downregulated"
"ENSG00000253230"	"LINC00599"	"long intergenic non-protein coding RNA 599 [Source:HGNC Symbol;Acc:HGNC:27231]"	33.0381588758067	-5.58127098363482	4.97878775853916e-07	0.991109035298997	"downregulated"
