gene_id	R1	R2	R3	R4	R5	R6	R7	R8	R9
ENSG00000174669	206	538	574	1077	519	0	149	452	403
ENSG00000254736	0	0	0	0	0	0	0	0	0
ENSG00000202317	0	0	0	0	0	0	0	0	0
ENSG00000174576	30	40	32	33	60	0	90	81	84
ENSG00000174547	1602	3122	3515	3807	3338	0	1764	5224	3629
ENSG00000174516	229	361	343	657	430	0	134	338	309
ENSG00000254986	1823	5453	5813	6232	5362	0	3240	8291	6641
ENSG00000174483	13	12	37	32	29	0	21	27	28
ENSG00000174165	557	921	887	1194	1125	0	663	1335	926
ENSG00000248746	90	50	76	140	178	0	157	146	90
ENSG00000174080	304	281	207	432	515	0	477	440	228
ENSG00000182791	8	14	4	18	40	0	10	60	34
ENSG00000173992	714	990	970	1425	1583	0	902	1501	1026
ENSG00000199325	2	0	0	9	4	0	0	2	2
ENSG00000239306	4104	9637	10398	11715	9604	0	4632	13868	10817
ENSG00000248643	9	29	27	26	22	0	36	35	25
ENSG00000173933	346	404	416	563	575	0	275	404	296
ENSG00000173914	874	912	910	1265	1347	1	512	1644	1049
ENSG00000173898	57	61	79	124	79	0	24	105	124
ENSG00000239553	0	0	0	0	0	0	0	0	0
ENSG00000173715	153	258	257	285	267	0	155	379	212
ENSG00000173653	1922	2231	2275	3077	2886	0	1341	3286	2589
ENSG00000173599	341	710	654	929	612	0	284	554	377
ENSG00000173621	2493	3388	3777	5917	5908	0	2955	6699	5487
ENSG00000239099	0	0	0	0	0	0	0	0	0
ENSG00000266423	0	0	0	0	0	0	0	0	0
ENSG00000173237	0	0	2	0	0	0	8	2	6
ENSG00000173227	0	2	4	2	3	0	0	2	14
ENSG00000283326	0	0	0	0	0	0	0	0	0
ENSG00000173156	70	32	48	58	34	0	46	34	22
ENSG00000173120	6830	6862	7691	12554	11479	0	5791	11570	7436
ENSG00000173020	10461	15966	19781	21910	16599	0	10777	16981	12862
ENSG00000172932	1981	1541	2145	2894	2606	0	1270	1900	1375
ENSG00000172830	389	229	225	486	342	0	436	310	187
ENSG00000172613	452	497	749	1032	711	0	203	774	632
ENSG00000175482	244	196	230	368	334	0	186	291	158
ENSG00000201684	2	2	0	0	0	0	0	0	0
ENSG00000175505	1007	718	938	773	2843	0	2403	3584	3725
ENSG00000253024	8	2	2	4	4	0	0	0	6
ENSG00000172531	5712	9189	10822	13636	10491	0	7059	13725	10339
ENSG00000175463	3440	1423	2380	4432	4052	0	1325	1906	1406
ENSG00000172508	119	93	66	203	286	0	143	353	211
ENSG00000175634	1339	1968	2285	2572	2195	0	1177	3053	2223
ENSG00000213402	0	0	0	0	0	0	0	0	0
ENSG00000172725	7596	7832	9906	16317	9838	0	6492	9376	8557
ENSG00000175514	7	3	1	8	7	0	16	6	1
ENSG00000175544	27	22	30	46	44	0	51	11	4
ENSG00000172663	696	705	819	1146	843	0	601	701	499
ENSG00000110711	4928	4496	4281	6561	6689	0	3468	5671	4238
ENSG00000276769	0	0	0	0	0	0	0	0	0
ENSG00000110697	4257	5708	6850	10139	8251	0	4394	7288	5890
ENSG00000167797	4496	3428	3902	7774	4744	0	1159	3010	2736
ENSG00000167791	0	0	0	0	0	0	0	0	0
ENSG00000084207	4916	11396	13469	15256	13177	0	10590	19738	14358
ENSG00000167792	3723	7323	9224	9334	8591	0	4067	10892	8346
ENSG00000167799	205	326	425	490	391	0	181	367	386
ENSG00000167800	0	0	0	2	1	0	4	2	0
ENSG00000132744	10	11	22	22	24	0	54	34	36
ENSG00000132746	0	0	0	14	6	0	0	2	6
ENSG00000235855	6	14	6	0	2	0	0	0	0
ENSG00000227620	0	0	0	0	0	0	0	0	0
ENSG00000160172	15	90	79	119	53	0	7	25	17
ENSG00000273819	2	0	1	1	0	0	0	1	1
ENSG00000206587	0	0	0	0	0	0	0	0	0
ENSG00000243672	0	0	0	1	0	0	0	1	2
ENSG00000255554	2	0	0	0	0	0	0	0	0
ENSG00000110057	497	564	608	1400	771	0	437	772	943
ENSG00000006534	9	9	16	17	16	0	21	17	29
ENSG00000110717	1388	2728	3171	3256	3083	0	2245	4253	3265
ENSG00000110719	4379	4905	6283	8076	7828	0	5416	7248	5861
ENSG00000275022	16	14	32	30	30	0	6	29	9
ENSG00000110721	685	671	654	1433	1150	0	582	1124	720
ENSG00000110066	2067	1944	1533	2761	3092	0	2097	2880	2019
ENSG00000171067	1001	1369	1532	1985	1465	0	693	1539	1204
ENSG00000162337	106	257	302	657	415	0	342	434	238
ENSG00000110075	3672	5559	6326	7888	6625	0	4051	7465	5190
ENSG00000254856	0	0	0	0	0	0	0	0	0
ENSG00000069482	51	317	415	212	122	0	30	203	293
ENSG00000132749	166	158	190	343	251	0	54	113	104
ENSG00000110090	1001	2289	2601	3689	2619	0	1780	2992	2171
ENSG00000197345	1156	1987	2326	3296	2937	0	1888	4219	2809
ENSG00000132740	1375	1963	1972	2612	2812	0	2068	3163	2200
ENSG00000172938	0	0	4	0	0	0	2	0	2
ENSG00000172935	0	0	0	0	0	0	0	0	1
ENSG00000256508	0	0	0	0	0	0	0	0	0
ENSG00000162341	792	1240	1527	2047	1553	0	613	912	686
ENSG00000265539	0	0	4	3	2	0	1	0	0
ENSG00000172927	32	23	14	28	97	0	232	109	79
ENSG00000213275	0	0	0	0	0	0	2	0	0
ENSG00000110092	125	62	81	145	225	0	268	282	210
ENSG00000162344	50	54	28	138	59	0	4	22	57
ENSG00000075388	0	0	0	0	0	0	0	0	0
ENSG00000186895	0	0	0	0	0	0	0	0	0
ENSG00000202070	0	0	0	0	0	0	0	0	0
ENSG00000131620	27	6	0	8	33	0	47	126	44
ENSG00000168040	629	608	663	1064	854	0	434	759	537
ENSG00000131626	3429	4200	4078	5064	5642	0	5942	7532	4751
ENSG00000221333	0	0	0	0	1	0	0	0	0
ENSG00000085733	1730	1402	1418	2355	1404	0	1212	1222	1038
ENSG00000162105	0	0	0	2	0	0	0	0	0
ENSG00000226627	0	0	0	0	0	0	0	0	0
ENSG00000171671	0	0	0	0	0	0	0	0	0
ENSG00000263744	0	0	0	0	0	0	0	0	0
ENSG00000172893	2678	3110	3694	5973	3538	0	1474	3067	2245
ENSG00000172890	3138	4425	5160	7397	7587	0	5508	7204	5049
ENSG00000278349	0	0	0	0	0	0	0	0	1
ENSG00000244411	0	0	0	1	0	0	0	0	0
ENSG00000241233	4	0	0	1	2	0	0	2	0
ENSG00000254997	2	2	0	4	4	0	5	0	0
ENSG00000204572	0	0	0	1	4	0	0	1	0
ENSG00000204571	0	0	0	0	0	0	0	2	0
ENSG00000255562	0	0	0	0	0	0	0	0	0
ENSG00000255261	0	0	0	0	0	0	0	0	0
ENSG00000239481	0	0	0	0	0	0	0	0	0
ENSG00000254805	0	0	0	0	0	0	0	0	0
ENSG00000255319	0	2	0	0	2	0	2	6	1
ENSG00000248671	15	17	34	17	16	0	7	14	16
ENSG00000214534	2	0	4	1	9	0	2	0	0
ENSG00000184276	0	0	0	0	2	0	0	0	0
ENSG00000252902	0	0	0	0	0	0	0	0	0
ENSG00000228915	4	4	6	4	11	0	0	7	0
ENSG00000137522	958	1340	1453	2032	1490	0	756	1618	1050
ENSG00000137496	275	296	389	564	429	0	346	490	347
ENSG00000137497	3413	3121	4395	6950	5152	0	2116	5159	3776
ENSG00000263742	0	0	0	0	0	0	0	0	0
ENSG00000184154	176	151	194	244	255	0	157	255	195
ENSG00000149357	2645	3185	3391	4442	4016	0	1555	3853	2945
ENSG00000110200	290	465	469	579	506	0	274	563	440
ENSG00000110203	3	2	0	4	1	0	0	0	0
ENSG00000257075	0	0	0	0	0	0	0	0	0
ENSG00000110195	0	0	0	0	0	0	0	0	0
ENSG00000165457	4	0	2	2	0	0	0	0	2
ENSG00000165458	4449	3729	4807	7566	5744	0	4346	5354	4116
ENSG00000165462	0	0	0	1	0	0	1	2	0
ENSG00000162129	906	891	1085	1540	1770	0	501	1963	1298
ENSG00000237408	0	0	0	0	0	0	0	0	0
ENSG00000227467	4	0	0	0	0	0	4	0	0
ENSG00000186642	152	21	36	73	127	0	179	65	40
ENSG00000272036	0	0	0	0	0	0	0	0	0
ENSG00000251919	0	0	0	0	0	0	0	0	0
ENSG00000186635	4422	2682	2918	5184	5531	0	1947	3920	2794
ENSG00000245148	19	9	11	20	25	0	8	22	13
ENSG00000244134	4	0	0	0	0	0	0	8	0
ENSG00000214530	900	684	614	1092	569	0	220	249	203
ENSG00000265064	0	0	0	0	0	0	0	0	0
ENSG00000168010	814	1343	1605	2104	2052	0	963	1800	1591
ENSG00000137478	624	926	998	1427	1010	0	809	971	773
ENSG00000206638	0	0	0	0	0	0	0	0	0
ENSG00000175591	0	4	2	0	0	0	0	8	0
ENSG00000171631	0	0	0	0	0	0	0	2	0
ENSG00000110237	0	0	4	2	6	0	4	4	12
ENSG00000054967	1157	2132	2771	2849	2854	0	2269	3616	2780
ENSG00000054965	791	692	915	1336	1197	0	732	1298	800
ENSG00000021300	326	236	215	695	294	0	264	195	110
ENSG00000175582	5292	5420	5362	9772	7899	0	3264	7662	4687
ENSG00000175581	699	1093	1129	1434	967	0	272	934	739
ENSG00000181924	1105	2678	2665	2983	2322	0	1167	2408	1946
ENSG00000175575	549	542	727	706	681	0	341	833	557
ENSG00000187726	33	21	6	40	33	0	8	17	26
ENSG00000175567	4808	15828	13318	17555	13168	0	9418	14022	10735
ENSG00000175564	262	223	303	173	88	0	357	264	239
ENSG00000168014	862	1036	1292	1641	1463	0	987	2132	1605
ENSG00000214517	1727	2745	2711	3585	2379	0	1290	2609	1874
ENSG00000284736	0	0	0	0	0	0	0	0	0
ENSG00000149380	5	3	17	9	22	0	8	10	6
ENSG00000165434	813	2482	2035	3262	2254	0	302	1367	851
ENSG00000264402	0	0	0	0	0	0	0	0	0
ENSG00000175538	7	0	1	2	4	0	0	0	2
ENSG00000175536	25	29	28	44	49	0	5	65	30
ENSG00000077514	827	2271	2656	2935	2002	0	731	3214	2535
ENSG00000223202	0	0	0	0	0	0	0	0	0
ENSG00000054938	4	2	0	0	0	0	0	6	4
ENSG00000265902	0	0	0	0	0	0	0	0	0
ENSG00000166439	522	729	856	1216	1300	0	809	1647	1179
ENSG00000166435	737	819	849	1041	1273	0	700	544	341
ENSG00000242999	1	6	1	2	7	0	3	6	0
ENSG00000118363	3988	5327	5049	7797	6687	0	3962	6425	4686
ENSG00000200152	14	5	10	7	26	0	14	19	9
ENSG00000162139	1007	2187	2166	2461	2456	0	3568	3561	2146
ENSG00000234611	0	0	0	0	0	0	0	0	0
ENSG00000213333	0	0	0	0	0	0	2	0	0
ENSG00000171561	0	0	0	0	0	0	0	0	0
ENSG00000137491	16	51	62	16	178	0	122	244	127
ENSG00000254475	0	2	0	0	2	0	0	0	0
ENSG00000255460	0	0	0	0	0	0	0	0	0
ENSG00000261594	72	71	35	118	180	0	105	164	164
ENSG00000137486	140	143	169	291	136	0	151	187	144
ENSG00000199090	0	0	0	0	0	0	0	0	0
ENSG00000149273	81368	92137	95862	142494	116573	0	78784	120123	88099
ENSG00000206941	0	1	0	0	2	0	0	2	0
ENSG00000207445	62	75	55	77	96	0	32	61	41
ENSG00000149243	101	47	40	155	86	0	42	72	48
ENSG00000158555	769	637	793	1041	896	0	665	827	685
ENSG00000149257	611	378	413	849	444	0	581	474	354
ENSG00000171533	18	53	53	50	32	0	18	76	104
ENSG00000166391	0	0	0	0	0	0	0	0	0
ENSG00000263993	0	0	0	0	0	0	0	0	0
ENSG00000062282	42	51	80	151	88	0	27	95	59
ENSG00000198382	368	627	686	896	543	0	261	615	422
ENSG00000255255	0	0	0	0	0	0	0	0	0
ENSG00000223013	0	0	0	0	0	0	0	0	0
ENSG00000085741	0	10	5	23	19	0	4	19	12
ENSG00000137492	3780	6898	6707	8077	5966	0	3771	7920	5257
ENSG00000158636	890	993	1071	1701	1518	0	746	1890	1128
ENSG00000137507	1924	1577	1800	5041	4601	0	366	2078	1250
ENSG00000182704	154	108	165	378	196	0	24	141	168
ENSG00000078124	475	903	1028	1613	1350	0	1040	1913	1237
ENSG00000198488	0	0	0	0	0	0	4	0	0
ENSG00000149260	40	20	26	58	62	0	28	30	24
ENSG00000254550	4	0	2	2	2	0	0	2	0
ENSG00000137474	37	17	18	4	42	0	123	61	55
ENSG00000178795	1	0	0	0	0	0	4	0	0
ENSG00000149269	556	1125	1417	1718	1133	0	530	1212	947
ENSG00000074201	2430	4687	4942	5517	4624	0	2176	5399	3783
ENSG00000238880	0	0	0	0	0	0	0	2	0
ENSG00000178301	42	56	38	138	115	0	66	83	55
ENSG00000048649	1433	1762	2052	3302	2715	0	1686	3009	2129
ENSG00000087884	67	126	103	131	102	0	49	128	60
ENSG00000149262	1329	1335	1399	2177	2051	0	1055	2162	1571
ENSG00000151364	0	0	4	8	1	0	0	3	0
ENSG00000259112	0	0	0	0	0	0	0	0	0
ENSG00000151365	0	0	0	0	0	0	0	0	0
ENSG00000151366	112	277	255	318	229	0	200	326	200
ENSG00000159063	653	1413	1627	1334	1041	0	909	1556	1162
ENSG00000252494	0	0	2	2	0	0	3	1	0
ENSG00000246174	68	37	49	4	10	0	15	33	29
ENSG00000188997	367	397	359	592	447	0	388	518	281
ENSG00000118369	497	558	632	1285	1303	0	1121	1190	781
ENSG00000033327	1451	2276	2560	3082	2610	0	993	2051	1411
ENSG00000137513	279	811	1097	1009	806	0	324	766	631
ENSG00000252033	0	0	0	0	0	0	0	0	0
ENSG00000254697	0	0	0	0	0	0	0	0	0
ENSG00000149256	0	0	0	0	0	0	0	0	6
ENSG00000211997	0	0	0	0	0	0	0	0	0
ENSG00000266570	0	0	0	0	0	0	0	0	0
ENSG00000200146	0	0	0	0	0	0	0	0	0
ENSG00000255316	0	0	0	0	0	0	0	0	0
ENSG00000245832	0	0	0	0	0	0	0	0	0
ENSG00000264110	0	0	0	0	0	0	0	0	0
ENSG00000182103	0	2	2	0	0	0	0	0	0
ENSG00000137509	1443	1803	1842	2554	2559	0	1721	2481	1349
ENSG00000165490	474	1743	1943	1837	1490	0	720	2958	2131
ENSG00000137502	778	1253	1134	1033	1742	0	1346	1789	1327
ENSG00000207221	0	0	0	0	0	0	0	0	0
ENSG00000254965	0	0	0	0	0	0	0	0	0
ENSG00000165494	3454	2023	2662	4408	3045	0	2775	2728	2008
ENSG00000137494	499	803	949	672	1046	0	933	1402	1077
ENSG00000137500	1103	1291	1225	1694	1451	0	878	1355	986
ENSG00000150672	69	28	58	52	102	0	27	75	49
ENSG00000213305	0	6	6	10	10	0	4	6	2
ENSG00000206583	0	0	0	0	0	0	0	0	0
ENSG00000171204	917	1187	1346	1984	1782	0	1114	2378	1757
ENSG00000171202	753	1104	1126	1476	1402	0	906	2012	1324
ENSG00000137504	2572	3203	3496	5093	4145	0	1386	3898	2877
ENSG00000179071	0	0	0	0	0	0	2	0	0
ENSG00000137501	295	283	190	457	382	0	452	266	141
ENSG00000150676	0	0	0	0	0	0	0	0	0
ENSG00000073921	2774	11347	11061	9141	6921	0	3357	9363	5743
ENSG00000200877	0	0	0	0	0	0	0	0	0
ENSG00000074266	3927	14630	13499	10525	9872	0	5122	10023	7133
ENSG00000149196	793	1385	1565	1536	1334	0	939	2016	1367
ENSG00000239856	0	0	0	0	0	0	0	0	0
ENSG00000149201	1	8	2	0	0	0	8	4	8
ENSG00000151376	14	30	37	200	87	0	58	60	56
ENSG00000150687	471	2425	1567	3287	1750	0	303	1300	787
ENSG00000255203	0	0	0	0	0	0	0	0	0
ENSG00000174804	47	17	35	193	76	0	4	78	33
ENSG00000254748	0	4	0	0	0	0	0	0	1
ENSG00000166575	668	734	1108	1069	1136	0	510	1215	773
ENSG00000223015	0	0	0	0	0	0	0	0	0
ENSG00000123892	170	196	202	394	321	0	301	478	354
ENSG00000266581	0	0	0	0	0	0	0	0	0
ENSG00000109861	2564	7078	7127	5448	5939	0	4593	9265	7067
ENSG00000255082	0	1	0	0	0	0	0	0	0
ENSG00000168959	0	0	0	1	0	0	0	1	0
ENSG00000207113	0	0	0	0	0	0	0	0	0
ENSG00000077498	0	0	0	0	0	0	0	0	0
ENSG00000086991	0	0	0	0	0	0	0	0	0
ENSG00000134612	0	0	0	0	0	0	0	0	0
ENSG00000255385	0	0	0	0	0	0	0	0	0
ENSG00000214414	0	0	0	0	0	0	0	0	0
ENSG00000234376	0	0	0	0	0	0	0	0	0
ENSG00000254751	0	0	0	0	0	0	0	0	0
ENSG00000168930	0	0	0	0	0	0	0	0	0
ENSG00000204455	0	0	0	0	0	0	2	0	0
ENSG00000189253	0	0	0	0	0	0	2	4	0
ENSG00000255055	0	0	0	0	0	0	0	0	0
ENSG00000223417	0	0	0	0	0	0	0	0	0
ENSG00000233802	0	0	0	0	0	0	0	0	0
ENSG00000204450	0	0	0	0	0	0	0	0	0
ENSG00000225581	0	0	0	0	0	0	0	0	0
ENSG00000204449	0	0	0	0	0	0	2	0	0
ENSG00000223709	0	0	0	0	0	0	0	0	0
ENSG00000255009	0	0	0	0	0	0	0	0	0
ENSG00000077616	6	10	25	19	25	0	14	11	21
ENSG00000110172	1236	3196	3159	3886	3534	0	3104	5293	3762
ENSG00000261645	3	4	5	2	5	0	8	15	6
ENSG00000214391	32	30	50	60	36	0	8	36	28
ENSG00000266703	0	0	0	0	0	0	0	0	0
ENSG00000221586	0	0	0	0	0	0	0	0	0
ENSG00000255070	0	0	0	0	0	0	0	0	0
ENSG00000254961	0	0	0	0	0	0	0	0	0
ENSG00000242248	0	0	0	0	0	0	0	0	0
ENSG00000235547	0	0	0	0	0	0	0	0	0
ENSG00000165323	0	0	0	0	0	0	0	0	0
ENSG00000244244	0	0	0	0	0	0	0	0	0
ENSG00000255287	0	0	0	0	0	0	0	0	0
ENSG00000134640	0	4	0	0	11	0	0	2	2
ENSG00000242807	0	0	0	0	0	0	0	0	0
ENSG00000180773	759	1263	1412	1894	1858	0	899	1800	1255
ENSG00000166002	1222	1639	1876	1987	2315	0	780	1712	1351
ENSG00000240202	0	0	0	0	0	0	0	0	0
ENSG00000166004	400	751	1013	1101	921	0	381	1542	998
ENSG00000254911	1	0	3	1	4	0	2	2	1
ENSG00000166012	6091	8110	8304	10777	8400	0	3888	8998	6610
ENSG00000202314	22	36	34	52	41	0	20	56	50
ENSG00000182919	982	486	484	1557	1629	0	598	763	577
ENSG00000042429	2299	2895	2846	4109	4025	0	2310	4441	2899
ENSG00000214376	14	4	0	2	17	0	8	2	6
ENSG00000256752	0	0	0	0	0	0	0	0	0
ENSG00000181333	0	0	0	3	0	0	0	2	0
ENSG00000110218	897	1634	1482	2130	2176	0	1108	2898	2057
ENSG00000183560	0	0	0	0	0	0	0	0	0
ENSG00000123901	18	0	2	0	0	0	4	2	24
ENSG00000221230	0	0	1	2	0	0	0	0	0
ENSG00000168876	962	1101	1053	1425	1472	0	664	1655	1045
ENSG00000257057	0	0	0	0	0	0	0	0	0
ENSG00000196371	787	940	891	1709	1606	0	585	1438	1081
ENSG00000134627	34	19	12	26	18	0	14	26	14
ENSG00000166025	36	66	129	262	60	0	5	68	51
ENSG00000150316	2158	2296	2242	3086	2867	0	1625	3157	2234
ENSG00000186280	62	28	45	58	66	0	28	66	72
ENSG00000235268	0	0	8	3	16	0	0	10	1
ENSG00000263465	2341	3380	3070	4863	3963	0	3145	5330	3677
ENSG00000149218	1866	4983	3848	5343	2563	0	1155	1976	1273
ENSG00000149212	1034	597	738	2869	1115	0	1084	854	684
ENSG00000077458	882	1346	1450	2052	1521	0	884	1738	1305
ENSG00000166037	2672	3149	3649	5207	3396	0	1856	3163	2426
ENSG00000087053	2115	3350	3393	4565	4474	0	3523	5471	3314
ENSG00000222578	3	2	0	0	1	0	1	0	0
ENSG00000184384	771	1075	1158	2375	1373	0	1617	1717	1378
ENSG00000266192	0	0	0	0	0	0	0	0	0
ENSG00000149231	1615	2019	2340	3327	2431	0	1421	2536	1761
ENSG00000183340	410	763	744	1150	882	0	455	824	620
ENSG00000200411	0	0	0	0	0	0	0	0	0
ENSG00000255205	0	0	0	0	0	0	0	0	0
ENSG00000199315	0	0	0	0	0	0	0	0	0
ENSG00000149972	0	0	0	0	0	0	0	0	0
ENSG00000223269	0	0	0	0	0	0	0	0	0
ENSG00000242165	0	0	0	0	0	0	0	0	0
ENSG00000165895	15	16	9	40	10	0	28	14	6
ENSG00000200047	0	0	0	0	0	0	0	0	0
ENSG00000082175	0	0	0	0	0	0	0	0	0
ENSG00000137672	0	0	0	0	0	0	0	0	0
ENSG00000263885	0	0	0	0	0	0	0	0	0
ENSG00000187151	0	0	2	0	0	0	0	0	6
ENSG00000110318	28	69	80	165	135	0	60	96	120
ENSG00000137693	1	10	10	20	14	0	2	8	20
ENSG00000212466	0	0	0	0	0	0	0	0	0
ENSG00000023445	19277	53899	39055	67292	77394	0	48266	64552	32570
ENSG00000110330	1532	1902	1979	2956	3005	0	2764	3369	2316
ENSG00000152558	6273	15563	16072	18719	13236	0	6943	17818	13882
ENSG00000137673	2	2	6	0	0	0	0	0	4
ENSG00000137674	0	0	0	0	0	0	0	0	0
ENSG00000137675	0	0	0	0	0	0	0	0	0
ENSG00000118113	2	0	2	6	0	0	0	0	0
ENSG00000255282	0	0	0	0	2	0	0	0	0
ENSG00000166670	172	453	372	314	236	0	592	364	241
ENSG00000196611	0	0	0	0	0	0	0	0	0
ENSG00000149968	0	0	0	0	0	0	0	0	0
ENSG00000262406	4	4	0	6	6	0	2	0	4
ENSG00000238562	0	0	0	0	0	0	0	0	0
ENSG00000137745	6	8	8	6	4	0	2	2	0
ENSG00000137692	2709	6286	6254	7344	5314	0	3360	6863	5465
ENSG00000187240	52	90	103	173	160	0	74	114	133
ENSG00000254895	0	0	0	0	0	0	0	0	0
ENSG00000254931	0	0	0	0	0	0	0	0	0
ENSG00000255417	0	0	0	0	0	0	0	0	0
ENSG00000255350	0	0	0	0	0	0	0	0	0
ENSG00000254565	0	0	0	0	0	0	0	0	0
ENSG00000253245	0	0	0	0	0	0	0	0	0
ENSG00000264200	0	0	0	0	0	0	0	0	0
ENSG00000170962	0	0	0	4	2	0	0	0	0
ENSG00000170967	0	0	0	0	0	0	0	0	0
ENSG00000204403	0	8	2	0	0	0	8	2	0
ENSG00000196954	650	1499	1379	1658	2241	0	2449	2586	1588
ENSG00000137757	0	3	1	0	0	0	4	0	0
ENSG00000137752	134	294	380	365	524	0	923	907	649
ENSG00000204397	50	250	179	135	191	0	267	262	120
ENSG00000255221	8	15	21	19	51	0	62	63	27
ENSG00000255501	0	0	0	0	0	0	0	0	0
ENSG00000152578	0	0	0	0	0	0	2	4	0
ENSG00000222663	0	0	0	0	0	0	0	0	0
ENSG00000252081	0	0	0	0	0	0	0	0	0
ENSG00000170903	1516	2920	2727	3507	3038	0	2151	3976	2397
ENSG00000182359	138	96	47	189	184	0	58	121	54
ENSG00000149313	1077	1726	1597	2565	2105	0	1737	3079	2230
ENSG00000152402	0	1	0	0	17	0	2	7	7
ENSG00000152404	579	642	663	1106	1189	0	464	1289	806
ENSG00000225215	0	0	0	0	0	0	0	0	0
ENSG00000137760	466	968	988	1186	944	0	525	1328	792
ENSG00000110675	18	23	20	53	68	0	9	32	19
ENSG00000170290	0	0	0	4	0	0	0	0	0
ENSG00000110660	1602	3724	3494	5510	4202	0	2483	4511	2996
ENSG00000179331	25	22	36	42	151	0	94	221	164
ENSG00000166266	1936	2993	2923	4085	4305	0	2217	4769	3186
ENSG00000075239	1825	6336	7341	6073	6853	0	4637	11340	7624
ENSG00000149308	1032	2254	2317	2772	2522	0	1736	3417	2356
ENSG00000149311	1701	1702	1740	2927	4220	0	3930	3132	1694
ENSG00000166323	13	29	18	24	21	0	9	14	18
ENSG00000110723	43	21	37	111	100	0	9	28	25
ENSG00000178105	948	2406	2213	3441	2680	0	1695	3354	2076
ENSG00000240698	0	0	0	0	0	0	0	0	0
ENSG00000201243	0	0	0	0	0	0	0	0	0
ENSG00000200613	0	0	0	0	0	0	0	0	0
ENSG00000185742	0	0	0	0	0	0	0	0	0
ENSG00000149289	5830	16460	15019	7227	19717	0	2407	12419	8112
ENSG00000137710	3145	5968	6216	6773	7138	0	5411	8912	6561
ENSG00000137714	1000	2157	2527	3346	2535	0	1949	3267	2474
ENSG00000137727	28	18	6	50	86	0	48	221	176
ENSG00000200168	0	0	0	0	0	0	0	0	0
ENSG00000239354	0	0	0	0	0	0	0	0	0
ENSG00000150750	4	0	4	4	18	0	8	4	0
ENSG00000196167	192	25	13	47	143	0	246	111	72
ENSG00000214290	29	37	17	14	23	0	30	26	11
ENSG00000264032	1	2	0	0	0	0	5	2	0
ENSG00000110777	4829	12481	6380	12124	14352	1	11239	15835	8432
ENSG00000253099	0	0	0	0	0	0	0	0	0
ENSG00000137707	2	4	0	6	6	0	0	0	2
ENSG00000207811	0	0	0	0	0	0	0	0	0
ENSG00000207562	0	0	0	0	0	0	0	0	0
ENSG00000204381	92	42	32	355	264	0	44	112	86
ENSG00000170145	603	1083	1298	1574	1047	0	397	1201	870
ENSG00000223324	0	0	0	0	0	0	0	0	0
ENSG00000137713	1194	2700	2835	3548	2612	0	1720	4052	2830
ENSG00000086848	139	250	208	338	229	0	156	220	221
ENSG00000255561	136	336	218	317	349	0	262	554	375
ENSG00000137720	487	532	508	752	830	0	396	746	385
ENSG00000109846	2	4	0	0	6	0	0	6	0
ENSG00000170276	0	0	0	0	0	0	0	0	0
ENSG00000254445	0	0	0	0	0	0	0	0	0
ENSG00000149300	0	2	0	0	0	0	0	0	0
ENSG00000150764	796	3029	2486	1542	1491	0	2180	1806	932
ENSG00000238965	1	0	0	0	0	0	0	0	0
ENSG00000150768	1204	3246	3613	4363	3522	0	1935	5229	3858
ENSG00000238444	0	0	0	0	2	0	0	0	0
ENSG00000150773	16	16	17	28	68	0	51	68	55
ENSG00000150779	554	1372	1318	1786	1431	0	1040	1849	1279
ENSG00000204370	1750	1964	1919	3060	2409	0	1129	2984	2278
ENSG00000150782	0	0	0	0	4	0	1	4	4
ENSG00000150783	4	2	2	2	6	0	0	6	4
ENSG00000197580	4	6	10	9	12	0	18	11	8
ENSG00000150787	602	843	883	982	874	0	642	1345	949
ENSG00000243250	0	0	0	3	2	0	0	0	8
ENSG00000188771	0	0	0	0	2	0	0	2	0
ENSG00000206772	0	0	0	0	0	0	0	0	0
ENSG00000213233	0	0	0	0	0	0	0	0	0
ENSG00000149294	8	4	0	14	8	0	4	10	0
ENSG00000238998	0	0	0	0	0	0	0	0	0
ENSG00000149292	114	216	256	295	203	0	127	278	227
ENSG00000170209	2	2	4	12	27	0	15	9	4
ENSG00000149295	10	5	2	10	49	0	54	36	18
ENSG00000265140	0	0	0	0	0	0	0	0	0
ENSG00000166682	19	21	27	15	27	0	32	25	33
ENSG00000256091	0	2	2	0	0	0	0	0	0
ENSG00000086827	764	1142	1405	2165	1792	0	1045	2432	1628
ENSG00000228607	0	0	0	0	0	0	0	0	0
ENSG00000257101	0	0	0	0	0	0	0	0	0
ENSG00000048028	710	365	697	1057	864	0	418	932	719
ENSG00000201687	0	0	0	0	0	0	0	0	0
ENSG00000149305	0	0	0	0	0	0	0	0	0
ENSG00000166736	0	0	0	0	0	0	0	0	0
ENSG00000109906	360	841	672	253	720	0	249	814	520
ENSG00000166741	0	0	0	0	1	0	0	0	0
ENSG00000180425	48	75	85	105	142	0	138	154	133
ENSG00000076053	1471	1737	1572	2328	2237	0	1622	2495	1637
ENSG00000076043	1236	2431	2232	3446	3358	0	1241	3325	2437
ENSG00000255982	0	0	0	0	0	0	0	0	0
ENSG00000095110	0	0	0	0	0	0	0	0	2
ENSG00000137634	2	0	0	0	0	0	6	0	0
ENSG00000204361	0	0	0	0	4	0	0	0	0
ENSG00000182985	20	46	53	156	53	0	16	40	32
ENSG00000255903	0	0	0	0	0	0	0	0	0
